m iriomotense,nifH,Inga laurina,nodule,,genomic DNA,NifH,2..388 KT880591,# Direct Submission,,
AMT77018.1,,Bradyrhizobium iriomotense,"# Rhem,M.F.K., Silva,V.C., dos Santos,J.M.F., dos Santos,H.R.M. and # Gross,E.",,Mariana F.K. Rhem,,Brazil,06-APR-2016,"Bradyrhizobium iriomotense strain BRUESC655 nitrogenase reductase (nifH) gene, partial cds.",Bradyrhizobium iriomotense,nifH,Inga laurina,nodule,,genomic DNA,NifH,2..388 KT880592,# Direct Submission,,
ARA13280.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FRH5V,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FRH5V nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718037,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13281.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FO1K8,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FO1K8 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718038,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13282.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FT6TH,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FT6TH nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718039,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13283.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F5HQ2,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F5HQ2 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718040,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13284.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F2CBA,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F2CBA nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718041,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13285.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FVVBN,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FVVBN nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718042,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13286.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FQ41N,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FQ41N nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718043,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13287.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FZRAP,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FZRAP nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718044,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13288.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FL49Y,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FL49Y nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718045,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13289.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FN8G3,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FN8G3 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718046,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13290.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F4X1N,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F4X1N nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718047,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13291.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05GDA3J,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05GDA3J nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718048,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13292.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05GC4XF,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05GC4XF nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718049,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13293.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F7YF6,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F7YF6 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718050,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13294.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F11Q5,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F11Q5 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718051,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13295.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F4TE1,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F4TE1 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718052,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13296.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FYU0U,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FYU0U nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718053,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13297.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F26FJ,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F26FJ nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718054,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13298.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05GAZUM,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05GAZUM nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718055,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13299.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FQ6Q6,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FQ6Q6 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718056,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13300.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05GEESP,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05GEESP nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718057,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13301.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FTS4J,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FTS4J nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718058,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13302.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FW5SZ,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FW5SZ nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718059,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13303.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FO32I,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FO32I nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718060,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13304.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FWGFR,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FWGFR nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718061,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13305.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FU4JQ,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FU4JQ nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718062,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13306.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F8KR5,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F8KR5 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718063,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13307.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05GAYYB,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05GAYYB nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718064,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13308.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FK6EY,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FK6EY nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718065,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13309.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FUEIP,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FUEIP nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718066,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13310.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FSVXR,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FSVXR nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718067,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
ARA13311.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FY9KR,,,"Brazil: Forest Atlantic, Parana, Third Plateau",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FY9KR nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",26.34 S 51.41 W,genomic DNA,NifH,KX718068,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Third Plateau, Parana State, Brazil # Direct Submission",,
