	GenomeID	GTDB_Tax	NCBI_Tax	nifH	EV_nifH	bitscore_nifH	nifD	EV_nifD	bitscore_nifD	nifK	EV_nifK	bitscore_nifK	vnfH	EV_vnfH	bitscore_vnfH	vnfD	EV_vnfD	bitscore_vnfD	vnfK	EV_vnfK	bitscore_vnfK	anfH	EV_anfH	bitscore_anfH	anfD	EV_anfD	bitscore_anfD	anfK	EV_anfK	bitscore_anfK	nflD	EV_nflD	bitscore_nflD	nflH	EV_nflH	bitscore_nflH	ChlN	EV_ChlN	bitscore_ChlN	ChIl	EV_ChIl	bitscore_ChIl	ChlB	EV_ChlB	bitscore_ChlB
4343	RS_GCF_000747665.1	d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacterium;s__Thermoanaerobacterium saccharolyticum_A	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacterales Family III. Incertae Sedis;g__Thermoanaerobacterium;s__Thermoanaerobacterium saccharolyticum	NZ_BBKT01000031.1_37	5e-97	322.1	NZ_BBKT01000028.1_9	8.1e-212	701.8	NZ_BBKT01000028.1_8	1.3e-176	585.2																																	
4344	GB_GCA_905214875.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KM106-2;s__KM106-2 sp905214875	d__Bacteria;x__environmental samples;s__uncultured bacterium	CAJMNR010000003.1_8	9.2e-98	324.6	CAJMNR010000015.1_9	6.4e-135	448.2	CAJMNR010000015.1_10	1.1e-129	430.5																																	
4345	RS_GCF_013385175.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Allochromatium;s__Allochromatium humboldtianum	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Allochromatium;s__Allochromatium humboldtianum	NZ_JABZEO010000001.1_77	1.8e-92	307.5	NZ_JABZEO010000004.1_153	7.4e-229	758.4	NZ_JABZEO010000004.1_154	1.9e-202	670.7																									NZ_JABZEO010000006.1_100	1.9e-210	697.1	NZ_JABZEO010000006.1_97	2.5e-145	481.1	NZ_JABZEO010000006.1_99	3.1e-268	888.6
4346	RS_GCF_001517085.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp001517085	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;x__unclassified Paenibacillus;s__Paenibacillus sp. DMB5	NZ_LRAC01000168.1_139	1.2e-99	331.9	NZ_LRAC01000151.1_34	5.8e-219	726.5	NZ_LRAC01000151.1_35	4.300000000000001e-186	617.6																																	
4347	GB_GCA_012026855.1	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__VEOV01;s__VEOV01 sp012026855	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;x__unclassified Geobacter;s__Geobacter sp.	VEOV01000345.1_3	1e-97	324.2	VEOV01000065.1_6	1.7e-168	558.7	VEOV01000032.1_2	7.0999999999999995e-189	625.4																																	
4348	GB_GCA_002403375.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__Thiobacillus denitrificans_E	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Thiobacillus;s__Thiobacillus denitrificans	DHHQ01000023.1_14	6.7e-96	318.3	DHHQ01000008.1_149	5.2999999999999985e-229	758.4	DHHQ01000008.1_150	1.7e-206	683.6																																	
4349	RS_GCF_000225005.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira sp000225005	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;x__unclassified Ectothiorhodospira;s__Ectothiorhodospira sp. PHS-1	NZ_AGBG01000007.1_57	1.8e-94	313.5	NZ_AGBG01000026.1_34	6.7e-228	754.7	NZ_AGBG01000026.1_35	1.3000000000000002e-145	482.8																									NZ_AGBG01000015.1_30	3.5e-217	718.7	NZ_AGBG01000009.1_43	4.7e-144	476.3	NZ_AGBG01000015.1_29	5.4e-264	874.0
4350	RS_GCF_000019665.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;s__Methylacidiphilum infernorum	d__Bacteria;x__PVC group;p__Verrucomicrobia;c__Methylacidiphilae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;x__unclassified Methylacidiphilum;s__Methylacidiphilum sp. IT5	NC_010794.1_355	8.3e-76	251.9	NC_010794.1_1620	1.2e-228	756.8	NC_010794.1_1619	1.9e-204	676.4																																	
4351	RS_GCF_018966525.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sophorae	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sophorae	NZ_CP076607.1_635	1.6e-98	327.8	NZ_CP076607.1_5022	1.1e-220	731.9	NZ_CP076607.1_5021	3.4e-187	620.9										NZ_CP076607.1_2897	1.8e-175	580.1	NZ_CP076607.1_2898	0.0	1133.1	NZ_CP076607.1_2900	1.8e-280	928.7															
4352	RS_GCF_002257705.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Sporomusales;f__Sporomusaceae;g__Sporomusa;s__Sporomusa silvacetica	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Sporomusa;s__Sporomusa silvacetica;x__Sporomusa silvacetica DSM 10669	NZ_LSLK01000108.1_9	8.300000000000001e-100	332.1	NZ_LSLK01000061.1_17	7e-215	712.8	NZ_LSLK01000061.1_16	1e-195	649.0																																	
4353	RS_GCF_003719195.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum rubrisubalbicans	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum rubrisubalbicans;x__Herbaspirillum rubrisubalbicans NBRC 102523	NZ_CP024996.1_4880	8.6e-92	305.5	NZ_CP024996.1_2496	1.1e-227	754.7	NZ_CP024996.1_2495	1.7e-198	658.0																																	
4354	RS_GCF_001865575.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sprentiae	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sprentiae;x__Paraburkholderia sprentiae WSM5005	NZ_CP017561.1_2604	2.1e-90	301.5	NZ_CP017562.1_2353	1.9e-220	731.4	NZ_CP017562.1_2352	3.6e-196	650.8																																	
4355	GB_GCA_011330945.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UBA2250;s__UBA2250 sp011330945	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;x__unclassified Rhodocyclaceae;s__Rhodocyclaceae bacterium	DSTC01000036.1_84	9.2e-95	314.5	DSTC01000036.1_28	5.0999999999999984e-229	758.3	DSTC01000036.1_27	3.8e-198	656.0																																	
4356	GB_GCA_004195025.1	d__Bacteria;p__SZUA-79;c__SZUA-79;o__Acidulodesulfobacterales;f__SZUA-79;g__Acididesulfobacter;s__Acididesulfobacter diazotrophicus	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Candidatus Acidulodesulfobacterales;g__Candidatus Acididesulfobacter;s__Candidatus Acididesulfobacter diazotrophicus	SGBB01000001.1_174	1.9e-89	296.7	SGBB01000018.1_27	2.3e-206	683.3	SGBB01000018.1_28	6.000000000000002e-181	598.9																																	
4357	GB_GCA_002840095.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__Sulfurivermis;s__Sulfurivermis sp002840095	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;x__unclassified Gammaproteobacteria;s__Gammaproteobacteria bacterium HGW-Gammaproteobacteria-1	PGZL01000007.1_48	2.3e-100	333.4	PGZL01000003.1_32	9.7e-230	761.3	PGZL01000003.1_33	6.400000000000001e-201	665.7																																	
4358	GB_GCA_903897925.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax sp903897925	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;x__environmental samples;s__uncultured beta proteobacterium	CAIUDG010000139.1_8	3.2e-87	290.2	CAIUDG010000030.1_15	2.7e-209	693.7	CAIUDG010000030.1_14	5.2e-194	642.8																																	
4359	GB_GCA_016745055.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__JADGDF01;s__JADGDF01 sp016745055	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;x__unclassified Thiotrichaceae;s__Thiotrichaceae bacterium	JADGDF010000006.1_10	8.299999999999999e-61	203.5	JADGDF010000152.1_9	2.6e-232	769.8	JADGDF010000152.1_8	1.2e-196	651.6																																	
4360	RS_GCF_018919395.1	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__Geomonas sp018919395	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geomonas;x__unclassified Geomonas;s__Geomonas sp. Red51	NZ_JAHLME010000001.1_438	5e-96	319.2	NZ_JAHLME010000003.1_818	2.6e-215	713.7	NZ_JAHLME010000003.1_817	2.1e-191	634.3																																	
4361	GB_GCA_900314555.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-603;s__CAG-603 sp900314555	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;x__environmental samples;s__uncultured Eubacteriales bacterium	OMVQ01000096.1_19	1.4e-97	323.5	OMVQ01000059.1_7	1.2e-139	463.3	OMVQ01000059.1_8	7.5e-135	447.1																																	
4362	GB_GCA_015654925.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Acerihabitans;s__Acerihabitans sp015654925	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;x__unclassified Enterobacterales;s__Enterobacterales bacterium	JAATFX010000033.1_104	2.9e-30	103.5	JAATFX010000136.1_6	2.7e-217	720.5	JAATFX010000136.1_7	6.600000000000001e-193	639.5										JAATFX010000033.1_123	3.3e-173	572.5	JAATFX010000033.1_122	0.0	1111.9	JAATFX010000033.1_120	4.1e-287	950.4															
4363	RS_GCF_000758605.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp000758605	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;x__unclassified Paenibacillus;s__Paenibacillus sp. FSL R5-0912	NZ_CP009282.1_6620	6.6e-100	332.6	NZ_CP009282.1_5404	3.2e-216	717.4	NZ_CP009282.1_5403	3.7e-184	611.1																																	
4364	RS_GCF_000758625.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp000758625	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;x__unclassified Paenibacillus;s__Paenibacillus sp. FSL R7-0273	NZ_CP009283.1_6257	1.2e-99	331.7	NZ_CP009283.1_5134	2.2e-219	727.8	NZ_CP009283.1_5133	4.4e-183	607.5																																	
4365	RS_GCF_000208405.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas sputigena	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas sputigena;x__Selenomonas sputigena ATCC 35185	NC_015437.1_2270	1.5e-97	323.3	NC_015437.1_1189	5e-79	263.2	NC_015437.1_1188	1e-74	248.8																																	
4366	RS_GCF_014193585.1	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__Geomonas paludis	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geomonas;s__Geomonas paludis	NZ_BLXY01000001.1_61	3.4e-96	319.8	NZ_BLXY01000011.1_55	9.6e-214	708.6	NZ_BLXY01000011.1_56	6.5e-192	636.0																																	
4367	GB_GCA_905372355.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas sp905372355	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;x__environmental samples;s__uncultured Selenomonas sp.	CAJPOT010000006.1_15	9.9e-97	320.5	CAJPOT010000003.1_101	2.5e-79	264.1	CAJPOT010000003.1_100	2.5e-74	247.3																																	
4368	GB_GCA_017480265.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1224;s__UMGS1224 sp017480265	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;x__unclassified Clostridia;s__Clostridia bacterium	JAFVAZ010000028.1_2	1.7e-95	315.3	JAFVAZ010000019.1_5	5.6e-85	281.6	JAFVAZ010000019.1_7	8.700000000000002e-60	198.3																																	
4369	GB_GCA_003232385.1	d__Bacteria;p__SZUA-79;c__SZUA-79;o__Acidulodesulfobacterales;f__SZUA-79;g__Acidulodesulfobacterium;s__Acidulodesulfobacterium sp003232385	d__Bacteria;x__unclassified Bacteria;s__bacterium	QIJE01000036.1_21	4.3e-88	291.7	QIJE01000001.1_87	9.3e-216	713.7	QIJE01000001.1_86	1.1e-184	610.8																																	
4370	RS_GCF_003856525.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio viridaestus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio viridaestus	NZ_RJVQ01000002.1_436	1e-93	311.7	NZ_RJVQ01000007.1_46	6.8e-222	735.5	NZ_RJVQ01000007.1_47	4.6e-202	669.6																																	
4371	GB_GCA_018819515.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fen-999;s__Fen-999 sp018819515	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;x__unclassified Gammaproteobacteria;s__Gammaproteobacteria bacterium	JAHJPX010000007.1_103	5.1e-94	312.1	JAHJPX010000003.1_115	8.599999999999999e-229	757.7	JAHJPX010000003.1_116	8.9e-195	645.0																																	
4372	RS_GCF_013204885.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus tritici	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus tritici	NZ_JABMKX010000007.1_342	4.5e-100	333.1	NZ_JABMKX010000005.1_209	1.2e-214	712.1	NZ_JABMKX010000005.1_210	2.1e-181	602.0																																	
4373	GB_GCA_016290775.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp016290775	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__unclassified Lachnospiraceae;s__Lachnospiraceae bacterium	JAEEVF010000008.1_73	2.6e-99	329.4	JAEEVF010000014.1_14	1.6999999999999998e-113	377.2	JAEEVF010000014.1_13	7.2e-94	312.2																																	
4374	RS_GCF_008802365.1	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__Oryzomonas;s__Oryzomonas japonica	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Oryzomonas;s__Oryzomonas japonica	NZ_VZQZ01000001.1_85	8.9e-95	314.8	NZ_VZQZ01000001.1_285	1.7e-214	710.7	NZ_VZQZ01000001.1_286	9.4e-194	641.8																																	
4375	RS_GCF_008802355.1	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__Oryzomonas;s__Oryzomonas sagensis	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Oryzomonas;s__Oryzomonas sagensis	NZ_VZRA01000001.1_695	1.4e-94	314.1	NZ_VZRA01000001.1_900	9.3e-214	708.3	NZ_VZRA01000001.1_901	9.700000000000001e-193	638.4																																	
4376	RS_GCF_000974685.2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Ferriphaselus;s__Ferriphaselus amnicola	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Ferriphaselus;s__Ferriphaselus amnicola	NZ_AP018738.1_2562	5.2e-97	321.8	NZ_AP018738.1_955	1e-229	760.6	NZ_AP018738.1_956	1.2e-200	664.2																																	
4377	RS_GCF_002117975.1	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__Geomonas pelophila	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__Geobacter bremensis	NZ_BDQG01000001.1_3105	1.5e-95	317.5	NZ_BDQG01000001.1_1845	1.6e-212	704.4	NZ_BDQG01000001.1_1846	3.8e-190	630.0																																	
4378	RS_GCF_900107245.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnobacterium;s__Lachnobacterium bovis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__environmental samples;s__uncultured Lachnospiraceae bacterium	NZ_FNPG01000031.1_17	1.8e-94	313.3	NZ_FNPG01000015.1_39	3.3e-131	435.5	NZ_FNPG01000015.1_40	1.1e-134	446.6																																	
4379	GB_GCA_905235955.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__W3P20-009;g__W3P20-009;s__W3P20-009 sp905235955	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Marinilabiliaceae;x__environmental samples;s__uncultured Marinilabiliaceae bacterium	CAJONN010000192.1_1	5.7e-94	311.3	CAJONN010000043.1_11	3.8e-134	444.8	CAJONN010000043.1_12	1.6e-117	389.6																																	
4380	RS_GCF_000517065.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Alkaliflexus;s__Alkaliflexus imshenetskii	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Marinilabiliaceae;g__Alkaliflexus;s__Alkaliflexus imshenetskii;x__Alkaliflexus imshenetskii DSM 15055	NZ_KI912105.1_1894	2.3e-90	300.3	NZ_KI912105.1_2469	5.7e-204	676.0	NZ_KI912105.1_2470	9.5e-187	618.7																																	
4381	RS_GCF_900141835.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Propionisporales;f__Propionisporaceae;g__Propionispora;s__Propionispora hippei	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Propionispora;s__Propionispora hippei;x__Propionispora hippei DSM 15287	NZ_FQZD01000039.1_26	2.8e-100	333.1	NZ_FQZD01000024.1_14	1.0000000000000001e-212	705.1	NZ_FQZD01000024.1_13	4.8e-199	659.4										NZ_FQZD01000006.1_91	2.9e-176	582.2	NZ_FQZD01000006.1_92	0.0	1131.7	NZ_FQZD01000006.1_94	3.7e-286	946.9															
4382	GB_GCA_017484135.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG115;s__RUG115 sp017484135	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__unclassified Lachnospiraceae;s__Lachnospiraceae bacterium	JAFUTQ010000105.1_50	1.4e-75	251.3	JAFUTQ010000059.1_22	6.8000000000000015e-87	289.3	JAFUTQ010000059.1_21	1.4e-86	288.0																																	
4383	RS_GCF_018324385.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__Gallionella kumadai	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Ferrigenium;s__Ferrigenium kumadai	NZ_AP019536.1_2412	1.3e-97	323.7	NZ_AP019536.1_1061	1e-231	767.0	NZ_AP019536.1_1062	3.3e-203	672.5																																	
4384	RS_GCF_900128905.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_G;s__Bacteroides_G luti	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides luti	NZ_FQTV01000009.1_37	2.1e-92	307.0	NZ_FQTV01000005.1_104	2.4e-201	667.2	NZ_FQTV01000005.1_105	1e-189	628.4																																	
4385	RS_GCF_900099765.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus typhae	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;x__unclassified Paenibacillus;s__Paenibacillus sp. UBA2072	NZ_FNDX01000022.1_18	2.9000000000000003e-100	333.6	NZ_FNDX01000013.1_78	1.1e-218	725.4	NZ_FNDX01000013.1_77	7.4e-186	616.6																																	
4386	GB_GCA_001783715.1	d__Bacteria;p__SAR324;c__SAR324;o__XYD2-FULL-50-16;f__XYD2-FULL-50-16;g__XYC1-FULL-56-13;s__XYC1-FULL-56-13 sp001783715	d__Bacteria;p__Proteobacteria;c__Candidatus Lambdaproteobacteria;s__Candidatus Lambdaproteobacteria bacterium RIFOXYD1_FULL_56_27	MFNF01000048.1_40	6.5e-98	324.8	MFNF01000004.1_34	1.4e-218	724.0	MFNF01000004.1_33	1.9e-191	633.9																																	
4387	RS_GCF_000384395.1	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__Geopsychrobacter;s__Geopsychrobacter electrodiphilus	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geopsychrobacter;s__Geopsychrobacter electrodiphilus;x__Geopsychrobacter electrodiphilus DSM 16401	NZ_ARWE01000001.1_3763	1e-94	314.8	NZ_ARWE01000001.1_3417	2.5e-210	697.2	NZ_ARWE01000001.1_3418	2.3e-188	624.2																																	
4388	GB_GCA_900543345.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_G;f__Sporolactobacillaceae;g__Sporolactobacillus;s__Sporolactobacillus sp900543345	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Sporolactobacillus;x__environmental samples;s__uncultured Sporolactobacillus sp.	UQRJ01000007.1_12	6.3e-98	325.0	UQRJ01000161.1_2	6.2e-205	679.0	UQRJ01000161.1_3	4.4e-179	593.3																																	
4389	GB_GCA_013042165.1	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__Pontiella;s__Pontiella sp013042165	d__Bacteria;x__PVC group;p__Kiritimatiellaeota;c__Kiritimatiellae;o__Kiritimatiellales;x__unclassified Kiritimatiellales;s__Kiritimatiellales bacterium	JABDQT010000012.1_3	1.4e-86	287.1	JABDQT010000265.1_3	7.2e-212	701.3	JABDQT010000265.1_2	1.4e-195	647.0																																	
