MiseID	MiseSeq	NFixDBID	NFixDBSeq	PercIdentity	AlnLength	Mismatches	GapOpens	QueryStart	QueryEnd	SeqStart	SeqEnd	EValue	Score
WP_210223910.1	nifH_T1	JACDZG010000096.1_14	vnfH	95	293	16	0	1	293	1	293	9.95e-184	1414
WP_210394708.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	91	297	24	2	1	296	1	295	1.63e-176	1362
WP_210614290.1	nifH_T2	NZ_JABXYX010000032.1_33	vnfH	100	322	0	0	1	322	1	322	1.97e-211	1620
WP_210618196.1	nifH_T2	DNPP01000068.1_28	vnfH	68	279	83	2	1	278	1	274	8.51e-126	990
WP_210619459.1	nifH_T1	JAHHHC010000005.1_41	vnfH	95	296	14	0	1	296	1	296	1.92e-189	1456
WP_210803811.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	92	293	22	1	1	293	1	291	9.11e-176	1356
WP_211141284.1	nifH_T3	JAEZKS010000250.1_8	nflH	62	317	88	2	1	284	1	316	1.36e-123	984
WP_211563382.1	nifH_T1	NZ_CP044205.1_988	vnfH	86	300	37	2	1	300	1	295	3.88e-170	1316
WP_212214229.1	nifH_T1	DNPP01000068.1_28	vnfH	81	274	52	0	1	274	1	274	2.41e-149	1161
WP_212422966.1	nifH_T1	PLZT01000187.1_7	vnfH	88	300	33	1	1	300	1	297	2.79e-173	1339
WP_212506325.1	nifH_T3	JAEWDM010000040.1_232	vnfH	76	284	67	0	1	284	1	284	4.63e-147	1146
WP_212594383.1	nifH_T1	NZ_AONC01000029.1_94	vnfH	88	293	35	0	1	293	1	293	3.39e-175	1352
WP_212698833.1	nifH_T1	JAEWSD010000176.1_20	vnfH	84	273	43	1	1	272	1	273	1.53e-152	1184
WP_212786955.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	93	295	17	2	1	290	1	295	3.35e-179	1381
WP_212902768.1	nifH_T1	JAJXWJ010000032.1_21	vnfH	89	273	29	0	1	273	1	273	1.69e-164	1271
WP_212904821.1	nifH_T2	JAEZKS010000250.1_8	nflH	62	320	90	3	1	292	1	316	1.84e-124	991
WP_213235759.1	nifH_T1	NZ_MZGX01000024.1_42	vnfH	82	273	49	1	1	272	1	273	9.96e-148	1149
WP_213770893.1	nifH_T2	PLZT01000187.1_7	vnfH	88	300	32	1	1	300	1	297	1.61e-174	1348
WP_213992178.1	nifH_T1	DIDB01000228.1_21	vnfH	86	294	39	1	1	294	1	293	1.32e-171	1326
WP_214185045.1	nifH_T1	PMCK01000495.1_5	vnfH	82	293	49	1	1	289	1	293	3.01e-160	1243
WP_214186574.1	nifH_T2	JAEZKS010000250.1_8	nflH	59	318	103	2	1	292	1	316	8.5e-120	957
WP_214298189.1	nifH_T1	PMCK01000495.1_5	vnfH	83	293	44	1	1	288	1	293	1.7e-161	1252
WP_214400608.1	nifH_T3	LR792634.1_415	nflH	98	290	7	0	1	290	1	290	1.08e-188	1456
WP_214433605.1	nifH_T1	NZ_JAECZA010000084.1_3	vnfH	100	297	0	0	1	297	1	297	5.43e-197	1511
WP_214434195.1	nifH_T2	NZ_JABXYX010000032.1_33	vnfH	89	323	32	2	1	322	1	322	1.52e-189	1461
WP_214435322.1	nifH_T2	DNPP01000068.1_28	vnfH	68	279	84	1	1	279	1	274	9.56e-127	997
WP_214438004.1	nifH_T2	JAHHHH010000012.1_74	vnfH	90	326	31	2	1	324	1	326	3.13e-192	1481
WP_214438569.1	nifH_T1	NZ_CP047242.1_426	vnfH	91	299	26	1	1	299	1	297	1.27e-179	1385
WP_215582527.1	nifH_T1	NZ_CP044205.1_988	vnfH	93	295	17	1	1	290	1	295	6.31e-179	1379
WP_215734999.1	nifH_T1	PMCK01000495.1_5	vnfH	82	293	50	1	1	289	1	293	5.68e-160	1241
WP_215830410.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	87	275	33	1	1	272	1	275	1.79e-157	1220
WP_215876762.1	nifH_T1	JAKAVW010000005.1_23	vnfH	88	296	29	2	1	296	1	290	1.03e-172	1334
WP_216120271.1	nifH_T1	DHIM01000108.1_2	vnfH	96	273	10	0	1	273	1	273	3.94e-174	1341
WP_216121191.1	nifH_T2	JAEZKS010000250.1_8	nflH	61	317	99	4	1	292	1	316	2.63e-121	968
WP_216121218.1	nifH_T2	JAEZKS010000250.1_8	nflH	61	317	97	2	1	292	1	316	4.33e-123	981
WP_216127998.1	nifH_T1	NZ_CP064782.1_76	vnfH	100	291	0	0	1	291	1	291	3.9e-193	1482
WP_216130992.1	nifH_T1	NZ_CP064782.1_76	vnfH	92	291	22	0	1	291	1	291	2.69e-181	1396
WP_216308230.1	nifH_T2	NZ_JAIZZK010000011.1_66	vnfH	95	273	14	0	1	273	1	273	6.28e-172	1325
WP_216351405.1	nifH_T1	LXQE01000125.1_187	vnfH	84	299	39	3	1	293	1	297	1.16e-165	1283
WP_216396221.1	nifH_T3	JAEZKS010000250.1_8	nflH	62	317	96	4	1	292	1	316	1.75e-120	962
WP_216510318.1	nifH_T2	JAEZKS010000250.1_8	nflH	61	320	93	4	1	292	1	316	1.4e-121	970
WP_216574997.1	nifH_T3	JAEWDM010000040.1_232	vnfH	82	284	50	1	1	282	1	284	4.02e-157	1219
