	GenomeID	NCBI_TaxID	GTDB_Tax	NCBI_Tax	nifH	nifD	nifK	vnfD	vnfH	vnfK	anfD	anfH	anfK	nflD	nflH	ChlN	ChIl	ChlB
3742	GB_GCA_002315235.1	1947406	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__HUN007;s__HUN007 sp002315235	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;x__unclassified Ruminococcus;s__Ruminococcus sp. UBA1780	DCGK01000016.1_3	DCGK01000101.1_16	DCGK01000101.1_17											
3743	GB_GCA_013140705.1	1933926	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__JABFSH01;s__JABFSH01 sp013140705	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;x__unclassified Methylococcaceae;s__Methylococcaceae bacterium	JABFSH010000044.1_41	JABFSH010000001.1_117	JABFSH010000001.1_116											
3744	GB_GCA_905235335.1	1500547	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp905235335	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;x__environmental samples;s__uncultured Succiniclasticum sp.	CAJOKZ010000060.1_3	CAJOKZ010000002.1_54	CAJOKZ010000002.1_55											
3745	RS_GCF_010882175.1	2668052	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mangrovibacterium;s__Mangrovibacterium sp010882175	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;g__Mangrovibacterium;x__unclassified Mangrovibacterium;s__Mangrovibacterium sp. BM_7	NZ_WKLH01000001.1_834	NZ_WKLH01000003.1_668	NZ_WKLH01000003.1_669											
3746	GB_GCA_012842745.1	1409	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_C;f__Bacillaceae_J;g__Calidifontibacillus;s__Calidifontibacillus sp012842745	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__unclassified Bacillus (in: Bacteria);s__Bacillus sp. (in: Bacteria)	DUSF01000057.1_37	DUSF01000037.1_97	DUSF01000037.1_96											
3747	RS_GCF_003609635.1	94868	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora algidixylanolytica	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora algidixylanolytica	NZ_MCIA01000001.1_618	NZ_MCIA01000016.1_17	NZ_MCIA01000016.1_16											
3748	GB_GCA_003235715.1	2026887	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__SZUA-242;f__SZUA-242;g__SZUA-242;s__SZUA-242 sp003235715	d__Bacteria;p__Nitrospirae;x__unclassified Nitrospirae;s__Nitrospirae bacterium	QJVM01000052.1_14	QJVM01000189.1_15	QJVM01000189.1_16											
3749	GB_GCA_015057245.1	46206	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio ruminis_E	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio ruminis	SVET01000011.1_33	SVET01000003.1_37	SVET01000003.1_36											
3750	RS_GCF_000011905.1	61435	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides mccartyi	d__Bacteria;x__Terrabacteria group;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides mccartyi	NC_002936.3_644	NC_002936.3_1090	NC_002936.3_1089											
3751	GB_GCA_902799665.1	201186	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp902799665	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;x__environmental samples;s__uncultured Spirochaetaceae bacterium	CADCBK010000030.1_2	CADCBK010000019.1_44	CADCBK010000019.1_43											
3752	RS_GCF_012317385.1	59620	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066495;s__GCA-900066495 sp900545985	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__environmental samples;s__uncultured Clostridium sp.	NZ_CP051144.1_2584	NZ_CP051144.1_845	NZ_CP051144.1_846											
3753	GB_GCA_003251015.1	2030927	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__SZUA-582;s__SZUA-582 sp003251015	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;x__unclassified Bacteroidales;s__Bacteroidales bacterium	QKIO01000244.1_3	QKIO01000137.1_16	QKIO01000137.1_17											
3754	GB_GCA_016235045.1	2026761	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Sideroxydans;s__Sideroxydans sp016235045	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;x__unclassified Nitrosomonadales;s__Nitrosomonadales bacterium	JACRME010000010.1_17	JACRME010000015.1_29	JACRME010000015.1_30											
3755	GB_GCA_001276605.1	1604835	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__WMS2;s__WMS2 sp001276605	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Achromatium;x__unclassified Achromatium;s__Achromatium sp. WMS2	JXSN01000030.1_6	JXSN01000542.1_1	JXSN01000481.1_1											
3756	RS_GCF_001311925.1	1294025	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Cellulosilyticum;s__Cellulosilyticum ruminicola	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Cellulosilyticum;s__Cellulosilyticum ruminicola;x__Cellulosilyticum ruminicola JCM 14822	NZ_BBCG01000004.1_99	NZ_BBCG01000004.1_11	NZ_BBCG01000018.1_64											
3757	GB_GCA_905339155.1	2250255	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp905339155	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;x__unclassified Methanosarcinales;s__Methanosarcinales archaeon	CAJPFJ010000030.1_14	CAJPFJ010000024.1_75	CAJPFJ010000024.1_76							CAJPFJ010000038.1_15	CAJPFJ010000024.1_72			
3758	GB_GCA_902786205.1	297314	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-411;s__CAG-411 sp902786205	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__environmental samples;s__uncultured Lachnospiraceae bacterium	CADABQ010000041.1_10	CADABQ010000011.1_58	CADABQ010000011.1_57											
3759	GB_GCA_016841285.1	157733	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_C;f__Bacillaceae_J;g__Calidifontibacillus;s__Calidifontibacillus sp016841285	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalihalobacillus;s__Alkalihalobacillus macyae	JAENZK010000287.1_5	JAENZK010000024.1_2	JAENZK010000024.1_1											
3760	GB_GCA_903904275.1	153809	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906;s__UBA10906 sp903904275	d__Bacteria;p__Proteobacteria;x__environmental samples;s__uncultured proteobacterium	CAIVBX010000337.1_9	CAIVBX010000285.1_16	CAIVBX010000285.1_17											
3761	GB_GCA_007695245.1	2053538	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__REEE01;s__REEE01 sp007695245	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;x__Gammaproteobacteria incertae sedis;f__Candidatus Competibacteraceae;x__unclassified Candidatus Competibacteraceae;s__Candidatus Competibacteraceae bacterium	REEE01000270.1_5	REEE01000267.1_17	REEE01000267.1_16											
3762	GB_GCA_017645785.1	166	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp017645785	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;x__unclassified Treponema;s__Treponema sp.	JAGCNW010000014.1_60	JAGCNW010000006.1_45	JAGCNW010000006.1_46											
3763	GB_GCA_013335535.1	2569852	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus sp013335535	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Azonexaceae;x__unclassified Azonexaceae;s__Azonexaceae bacterium	JAAXVL010000001.1_212	JAAXVL010000004.1_32	JAAXVL010000004.1_31											
3764	GB_GCA_900316935.1	1951335	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp900316935	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;x__unclassified Acidaminococcaceae;s__Acidaminococcaceae bacterium UBA2812	ONEW01000015.1_21	ONEW01000005.1_42	ONEW01000005.1_41											
3765	RS_GCF_900142475.1	35828	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp900142475	d__Bacteria;x__FCB group;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;x__unclassified Fibrobacter;s__Fibrobacter sp.	NZ_FRAY01000008.1_75	NZ_FRAY01000002.1_216	NZ_FRAY01000002.1_215											
3766	GB_GCA_005239965.1	173365	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Crenothrix;s__Crenothrix sp005239965	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylobacter;s__Methylobacter tundripaludum	SBAV01000250.1_9	SBAV01000397.1_2	SBAV01000397.1_3											
3767	GB_GCA_903928345.1	77133	d__Bacteria;p__Armatimonadota;c__CAIYQO01;o__CAIYQO01;f__CAIYQO01;g__CAIYQO01;s__CAIYQO01 sp903928345	d__Bacteria;x__environmental samples;s__uncultured bacterium	CAIYQO010000074.1_1	CAIYQO010000184.1_25	CAIYQO010000184.1_24											
3768	GB_GCA_003246895.1	2202144	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__SZUA-423;s__SZUA-423 sp003246895	d__Bacteria;p__Spirochaetes;x__unclassified Spirochaetes;s__Spirochaetes bacterium	QKCL01000037.1_13	QKCL01000069.1_17	QKCL01000069.1_18											
3769	GB_GCA_017450535.1	166	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp017450535	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;x__unclassified Treponema;s__Treponema sp.	JAFSTK010000140.1_9	JAFSTK010000105.1_6	JAFSTK010000051.1_5											
3770	GB_GCA_018814405.1	1913989	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Sideroxydans;s__Sideroxydans sp018814405	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;x__unclassified Gammaproteobacteria;s__Gammaproteobacteria bacterium	JAHIZO010000007.1_102	JAHIZO010000003.1_20	JAHIZO010000003.1_21											
3771	RS_GCF_900110205.1	501024	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium tibeticum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;x__Rhizobium/Agrobacterium group;g__Rhizobium;s__Rhizobium tibeticum	NZ_FOCV01000018.1_64	NZ_FOCV01000063.1_14	NZ_FOCV01000063.1_13											
3772	RS_GCF_002210425.1	833	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter elongatus	d__Bacteria;x__FCB group;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter succinogenes	NZ_MWQK01000003.1_354	NZ_MWQK01000005.1_193	NZ_MWQK01000005.1_182											
3773	RS_GCF_017875325.1	2817849	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanofollaceae;g__Methanofollis;s__Methanofollis sp017875325	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanofollis;x__unclassified Methanofollis;s__Methanofollis sp. W23	NZ_JAGGMN010000001.1_1381	NZ_JAGGMN010000001.1_1166	NZ_JAGGMN010000001.1_1165							NZ_JAGGMN010000001.1_1303	NZ_JAGGMN010000001.1_1167			
3774	GB_GCA_000753435.1	1499689	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_L;s__Clostridium_L amazonitimonense	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium amazonitimonense	CCFK01000007.1_972	CCFK01000007.1_1870	CCFK01000007.1_1871											
3775	GB_GCA_003252055.1	2293	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter postgatei_B	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter postgatei	QKDP01000341.1_2	QKDP01000251.1_3	QKDP01000251.1_2											
3776	GB_GCA_013791855.1	1913989	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Sideroxydans;s__Sideroxydans sp013791855	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;x__unclassified Gammaproteobacteria;s__Gammaproteobacteria bacterium	VMTA01000003.1_26	VMTA01000004.1_19	VMTA01000004.1_20											
3777	GB_GCA_002403785.1	1946364	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD sp002403785	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__unclassified Clostridium;s__Clostridium sp. UBA4746	DHIM01000003.1_1	DHIM01000144.1_10	DHIM01000144.1_9	DHIM01000108.1_5	DHIM01000108.1_2	DHIM01000108.1_7								
3778	GB_GCA_002329645.1	1946685	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__Mobilitalea sp002329645	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;x__unclassified Lachnoclostridium;s__Lachnoclostridium sp. UBA1434	DCTS01000108.1_16	DCTS01000022.1_55	DCTS01000022.1_54											
3779	RS_GCF_900142545.1	1896224	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp900142545	d__Bacteria;x__FCB group;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;x__unclassified Fibrobacter;s__Fibrobacter sp. UWT2	NZ_FRBF01000014.1_75	NZ_FRBF01000032.1_19	NZ_FRBF01000032.1_20											
3780	GB_GCA_002419385.1	1961390	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__RPRC01;s__RPRC01 sp002419385	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;x__unclassified Geobacter;s__Geobacter sp. UBA2265	DIFZ01000025.1_53	DIFZ01000050.1_92	DIFZ01000050.1_93											
3781	GB_GCA_016285135.1	1898203	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG11977;s__RUG11977 sp016285135	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__unclassified Lachnospiraceae;s__Lachnospiraceae bacterium	JAEEQC010000007.1_18	JAEEQC010000038.1_10	JAEEQC010000038.1_11											
3782	GB_GCA_014804675.1	1898203	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG3040;s__RGIG3040 sp014804675	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__unclassified Lachnospiraceae;s__Lachnospiraceae bacterium	JAAUZH010000016.1_27	JAAUZH010000007.1_7	JAAUZH010000007.1_6											
3783	GB_GCA_015232865.1	2026759	d__Bacteria;p__Proteobacteria;c__Magnetococcia;o__Magnetococcales;f__UBA8363;g__GCA-2753565;s__GCA-2753565 sp015232865	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales;x__unclassified Magnetococcales;s__Magnetococcales bacterium	JADFYU010000018.1_51	JADFYU010000008.1_13	JADFYU010000008.1_14											
3784	RS_GCF_000636015.1	648757	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__Rhodomicrobium udaipurense	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiaceae;g__Rhodomicrobium;s__Rhodomicrobium vannielii;x__Rhodomicrobium vannielii ATCC 17100	NZ_JFZJ01000063.1_9	NZ_JFZJ01000075.1_4	NZ_JFZJ01000075.1_3				NZ_JFZJ01000001.1_77	NZ_JFZJ01000001.1_78	NZ_JFZJ01000001.1_75			NZ_JFZJ01000074.1_13	NZ_JFZJ01000020.1_41	NZ_JFZJ01000074.1_14
3785	GB_GCA_002396385.1	1950569	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__UBA4345;s__UBA4345 sp002396385	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;x__unclassified Bacteroidales;s__Bacteroidales bacterium UBA4345	DGTD01000093.1_35	DGTD01000013.1_3	DGTD01000013.1_4											
3786	RS_GCF_900105615.1	1297793	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora sphenoides	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora sphenoides;x__[Clostridium] sphenoides JCM 1415	NZ_LT630003.1_3894	NZ_LT630003.1_2103	NZ_LT630003.1_2102											
3787	GB_GCA_013141505.1	2518622	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloglobulus;s__Methyloglobulus sp013141505	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloglobulus;x__unclassified Methyloglobulus;s__Methyloglobulus sp.	JABFQX010000017.1_66	JABFQX010000009.1_21	JABFQX010000009.1_22											
3788	RS_GCF_000816675.1	29341	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J argentinense	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium argentinense	NZ_AYSO01000018.1_128	NZ_AYSO01000020.1_371	NZ_AYSO01000020.1_189											
3789	GB_GCA_009889605.1	2026714	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__WUQU01;s__WUQU01 sp009889605	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon	WUQU01000096.1_5	WUQU01000012.1_1	WUQU01000012.1_2											
3790	RS_GCF_015668515.1	2787119	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium tenue	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__unclassified Clostridium;s__Clostridium sp. 1001254J_160919_H10	NZ_JADPFO010000007.1_21	NZ_JADPFO010000001.1_32	NZ_JADPFO010000001.1_1261											
3791	GB_GCA_017881725.1	2725311	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA11236;f__UBA11236;g__Chersky-265;s__Chersky-265 sp017881725	d__Bacteria;x__FCB group;p__Fibrobacteres;c__Fibrobacteria;x__unclassified Fibrobacteria;s__Fibrobacteria bacterium	JADGQO010000167.1_39	JADGQO010000200.1_22	JADGQO010000200.1_21											
3792	GB_GCA_009724975.1	1869227	d__Bacteria;p__Desulfobacterota_C;c__Deferrisomatia;o__Deferrisomatales;f__BM512;g__SCTA01;s__SCTA01 sp009724975	d__Bacteria;x__unclassified Bacteria;s__bacterium	SRXB01000004.1_18	SRXB01000010.1_2	SRXB01000010.1_3											
3793	GB_GCA_002495065.1	1915553	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp002495065	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;x__unclassified Methanoregula;s__Methanoregula sp. UBA471	DADT01000011.1_31	DADT01000005.1_35	DADT01000005.1_36											
3794	GB_GCA_002340095.1	1948455	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azovibrio;s__Azovibrio sp002340095	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;x__unclassified Betaproteobacteria;s__Betaproteobacteria bacterium UBA2592	DDKS01000036.1_16	DDKS01000006.1_107	DDKS01000006.1_106											
3795	GB_GCA_900498215.1	497635	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__UPXZ01;s__UPXZ01 sp900498215	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;x__environmental samples;s__uncultured Paludibacter sp.	LR026962.1_1490	LR026962.1_653	LR026962.1_654											
3796	RS_GCF_014145225.1	1653858	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiospirillum;s__Thiospirillum jenense	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiospirillum;s__Thiospirillum jenense	NZ_JABVCQ010000010.1_12	NZ_JABVCQ010000013.1_79	NZ_JABVCQ010000013.1_78									NZ_JABVCQ010000050.1_3	NZ_JABVCQ010000002.1_86	NZ_JABVCQ010000011.1_51
3797	GB_GCA_013141125.1	2030816	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__JABFRO01;s__JABFRO01 sp013141125	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;x__unclassified Methylophilaceae;s__Methylophilaceae bacterium	JABFRO010000001.1_651	JABFRO010000001.1_648	JABFRO010000001.1_649											
